Utility Name,Fire Start Date,Fire Start Time,Fire Latitude,Fire Longitude,Materials at Origin,Land Use at Origin,Fire Size,Fire Suppressed by,Fire Supressing Agency,Facility Identification,Facility Contacted,Other Companies,Nominal Voltage,Equipment Type Associated to Ignition,Type Of Construction,Outage,Outage Date,Outage Time,Suspected Initiating Event,Equipment Facility Failure,Contact From Object,Facility Contacted,Contributing Factor,
PG&E,6/12/2018,59:49.0,35.8616,-119.893,,Agriculture,Oct-99,Fire Agency,Coalinga Station,100649765,Insulator,No,11000,Insulator,Overhead,Yes,6/12/2018,59:49.0,Contact - Animal - Bird,,Contact - Animal,Electric Facility,Contact - Animal,
PG&E,6/11/2018,23:13.0,38.2318,-120.8,,Herbaceous,0.26-9.99,Unknown,,103374587,,Yes,11000,Insulator,Overhead,No,,,Contamination,,,,Contamination,
PG&E,6/4/2018,20:43.0,36.362,-120.849,,Hardwood Woodland,100-299,Fire Agency,CAl-Fire,182082103,Conductor - Primary,No,21000,Conductor - Primary,Overhead,Yes,6/4/2018,20:43.0,Vegetation,,Veg. contact,Electric Facility,Contact - Vegetation,
PG&E,6/4/2018,40:00.0,36.3745,-120.903,Vegetation,Shrub,Unknown,Unknown,,182082103,Conductor - All,No,21000,Conductor - All,Overhead,No,,,Vegetation,,Veg. contact,Electric Facility,Contact from object,
PG&E,6/4/2018,31:28.0,35.1333,-119.481,,Urban,0.26-9.99,Unknown,,Pole ID: 100193277,Conductor,No,11000,Conductor,Overhead,Yes,6/4/2018,31:28.0,Contact - Animal - Bird,,Contact - Animal,Electric Facility,Contact - Animal,
PG&E,5/31/2018,59:54.0,36.1612,-119.869,,Agriculture,<0.25,Fire Agency,Kings County Fire Dept.,252681104 ,Conductor - Primary,No,11000,Conductor - Primary,Overhead,Yes,5/31/2018,59:54.0,Contact - 3rd Party,,Contact - Balloon,Electric Facility,Contact - Balloon,
PG&E,5/19/2018,40:00.0,38.9267,-121.491,Vegetation,Agriculture,Unknown,Unknown,,SAP Equip Rec #: 40762677,Conductor - All,No,12000,Conductor - All,Overhead,No,,,Contact - Customer (Equip/Structure/Veg),,Contact from object,Electric Facility,Contact from object,
PG&E,4/27/2018,13:00.0,39.742,-121.873,,Urban,<3 meters of linear travel,Unknown,,,Conductor - Primary,No,11000,Conductor - Primary,Overhead,Yes,4/27/2018,13:00.0,Vegetation,,Veg. contact,Electric Facility,Veg. contact,
PG&E,4/5/2018,03:59.0,,,,,,Unknown,,,,,,,,Yes,4/5/2018,03:59.0,,,,,,
PG&E,2/13/2018,19:55.0,38.4164,-122.706,,Urban,Unknown,Unknown,,101968489,Conductor - Open Wire Secondary,No,11000,Conductor - Open Wire Secondary,Overhead,Yes,2/13/2018,19:55.0,Vegetation,,Veg. contact,Electric Facility,Contact - Vegetation,
PG&E,1/13/2018,34:42.0,35.3643,-120.822,,Urban,<0.25,Unknown,,101934249,,No,11000,Insulator,Overhead,Yes,1/13/2018,34:42.0,Equipment - PG&E,Insulator,,,Insulator failure,
PG&E,1/1/2018,00:27.0,35.4578,-120.958,,Herbaceous,<0.25,Fire Agency,CDF,R435,,No,11000,Splice/Clamp/Connector,Overhead,Yes,1/1/2018,00:27.0,Equipment - PG&E,Splice/Clamp/Connector,,,Splice/Clamp/Connector,
PG&E,1/1/2018,01:27.0,35.4502,-120.909,,Herbaceous,0.26-9.99,Fire Agency,SLO FD,101882508,Pole,Yes,11000,Pole,Overhead,No,,,Contact - Animal - Bird,,Contact - Animal,Pole,Contact - Animal,
PG&E,11/15/2017,46:00.0,37.4212,-120.446,,,<0.25,Unknown,,"011/001, 011/002",Recloser,No,,Recloser,Overhead,No,,,Contact - 3rd Party,,Vehicle contact,Electric Facility,,
PG&E,11/8/2017,24:47.0,38.4475,-121.829,,Urban,Unknown,Fire Agency,Dixon Fire Agency,062061105 ,Conductor,Yes,11000,Conductor,Overhead,Yes,11/8/2017,24:47.0,Vegetation,,Veg. contact,Electric Facility,Contact - Vegetation,
PG&E,11/4/2017,36:18.0,36.7948,-119.397,,Herbaceous,0.26-9.99,Unknown,,252941107 ,,No,11000,Conductor,Overhead,Yes,11/4/2017,36:18.0,Unknown,,,,Unknown,
PG&E,10/29/2017,20:56.0,36.0382,-120.113,,Herbaceous,0.26-9.99,Unknown,,,,,11000,Conductor,Overhead,Yes,10/29/2017,20:56.0,Equipment - PG&E,Conductor,,,Conductor failure-all,
PG&E,10/21/2017,15:00.0,38.773,-122.908,Vegetation,Hardwood Forest,">5,000",Unknown,,FUSE: 1381,,Yes,12000,Conductor - Primary,Overhead,No,,,Unknown,,,,,
PG&E,10/17/2017,22:08.0,35.4253,-119.031,,Urban,<3 meters of linear travel,Unknown,,103231921,,Yes,11000,Capacitor Bank,Overhead,Yes,10/17/2017,22:08.0,Equipment - PG&E,Capacitor Bank,,,Capacitor bank failure,
PG&E,10/17/2017,43:00.0,38.4574,-122.585,,Herbaceous,">5,000",Unknown,,,Conductor - Primary,No,11000,Conductor - Primary,Overhead,Yes,10/17/2017,43:00.0,Vegetation,,Veg. contact,Electric Facility,Veg. contact,
PG&E,10/16/2017,03:00.0,38.6286,-122.763,,Water,Oct-99,Unknown,,Circuit ID:042561102 ,Conductor,No,11000,Conductor,Overhead,No,,,Vegetation,,Veg. contact,Electric Facility,Contact - Vegetation,
PG&E,10/16/2017,05:02.0,36.6594,-121.113,,Barren/Other,Unknown,Unknown,,253671103,,No,11000,Conductor - Primary,Overhead,No,,,Equipment - PG&E,Conductor - Primary,,,Conductor failure-all,
PG&E,10/13/2017,25:19.0,36.9412,-120.04,,Agriculture,<0.25,Fire Agency,Madera FD,Pole ID: 103919062,Pole,Yes,11000,Pole,Overhead,Yes,10/13/2017,25:19.0,Contact - 3rd Party,,Contact - Vehicle,Pole,Contact - Vehicle,
PG&E,10/10/2017,20:00.0,38.466,-122.694,,Conifer Forest,<0.25,Unknown,,,Conductor - Primary,No,11000,Conductor - Primary,Overhead,Yes,10/10/2017,20:00.0,Vegetation,,Veg. contact,Electric Facility,Veg. contact,
PG&E,10/9/2017,50:00.0,38.1377,-122.471,,Herbaceous,"1,000-4,999",Unknown,,102231637,,Yes,11000,Conductor - Primary,Overhead,No,,,Unknown,,,,Other,
PG&E,10/9/2017,58:20.0,39.2118,-121.299,,Herbaceous,Oct-99,Fire Agency,SMARTVILLE FIRE DISTRICT & CAL FIRE,Tower 000/005,,No,21000,Conductor - Transmission,Overhead,Yes,10/9/2017,58:20.0,Weather - High Wind,,,,Conductor failure-all,
PG&E,10/9/2017,31:00.0,37.7504,-122.129,Vegetation,Urban,Unknown,Unknown,,Fuse Oper#: 2545,,Yes,12000,Fuse,Overhead,Yes,10/9/2017,31:00.0,Equipment - PG&E,Fuse,,,All types of equipment / facility failure,
PG&E,10/9/2017,35:52.0,38.4662,-122.681,,Urban,<0.25,Unknown,,Pole ID: 101949432,Conductor - Open Wire Secondary,Yes,11000,Conductor - Open Wire Secondary,Overhead,Yes,10/9/2017,35:52.0,Vegetation,,Veg. contact,Electric Facility,Contact - Vegetation,
PG&E,10/9/2017,,39.2084,-121.076,Other,Conifer Forest,Unknown,Unknown,,100077900,Conductor - Primary,No,12000,Conductor - Primary,Overhead,No,,,Vegetation,,Veg. contact,Electric Facility,Contact from object,
PG&E,10/8/2017,35:00.0,39.3571,-123.131,Vegetation,Agriculture,">5,000",Unknown,,000/004,Conductor - Transmission,No,60000,Conductor - Transmission,Overhead,No,,,Vegetation,,Veg. contact,Electric Facility,Contact - Vegetation,
PG&E,10/8/2017,22:00.0,39.4145,-121.361,Vegetation,Hardwood Woodland,">5,000",Unknown,,,,Yes,12000,Conductor - Primary,Overhead,No,,,Equipment - PG&E,Conductor - Primary,,,All types of equipment / facility failure,
PG&E,10/8/2017,51:00.0,38.6338,-122.762,,Hardwood Forest,100-299,Unknown,,,Conductor - Primary,No,11000,Conductor - Primary,Overhead,Yes,10/8/2017,51:00.0,Vegetation,,Veg. contact,Electric Facility,Veg. contact,
PG&E,10/8/2017,32:00.0,38.4092,-122.246,Vegetation,Shrub,">5,000",Unknown,,102292420,Conductor - Primary,Yes,12000,Conductor - Primary,Overhead,No,,,Vegetation,,Veg. contact,Electric Facility,Contact - Vegetation,
PG&E,10/8/2017,32:00.0,38.3448,-122.274,Vegetation,Shrub,">5,000",Unknown,,43291104,Conductor - Primary,Yes,12000,Conductor - Primary,Overhead,No,,,Vegetation,,Veg. contact,Electric Facility,Contact - Vegetation,
PG&E,10/8/2017,16:14.0,38.8225,-122.206,,Agriculture,0.26-9.99,Unknown,,063172101 ,,No,21000,Conductor - Open Wire Secondary,Overhead,Yes,10/8/2017,16:14.0,Equipment - PG&E,Conductor - Open Wire Secondary,,,Conductor failure-all,
PG&E,10/8/2017,46:55.0,40.8801,-123.98,,Urban,<0.25,Unknown,,100972115,Conductor,Yes,11000,Conductor,Overhead,Yes,10/8/2017,46:55.0,Vegetation,,Veg. contact,Electric Facility,Contact - Vegetation,
PG&E,10/8/2017,53:00.0,39.1639,-121.574,,Urban,<0.25,Unknown,,,Fuse,No,11000,Fuse,Overhead,Yes,10/8/2017,53:00.0,Vegetation,,Veg. contact,Electric Facility,Veg. contact,
PG&E,10/8/2017,41:00.0,39.3484,-123.136,,Agriculture,">5,000",Unknown,,102173561,Conductor - Primary,Yes,11000,Conductor - Primary,Overhead,No,,,Vegetation,,Veg. contact,Electric Facility,Contact - Vegetation,
PG&E,10/8/2017,,38.4506,-122.573,Vegetation,Hardwood Forest,">5,000",Unknown,,,Conductor - Primary,Yes,12000,Conductor - Primary,Overhead,No,,,Vegetation,,Veg. contact,Electric Facility,Veg. contact,
PG&E,10/8/2017,,38.3289,-122.443,Vegetation,Hardwood Forest,">5,000",Unknown,,,Conductor - Primary,No,12000,Conductor - Primary,Overhead,No,,,Vegetation,,Veg. contact,Electric Facility,Veg. contact,
PG&E,10/8/2017,,39.3638,-121.336,,Hardwood Woodland,">5,000",Unknown,,103191101,,Yes,12000,,Overhead,No,,,Unknown,,,,,
PG&E,10/8/2017,,38.3949,-122.516,Vegetation,Hardwood Forest,">5,000",Unknown,,,Service Drop,No,12000,Service Drop,Overhead,No,,,Vegetation,,Veg. contact,Electric Facility,Veg. contact,
PG&E,10/8/2017,,39.6235,-121.528,Vegetation,Hardwood Woodland,">5,000",Unknown,,,Conductor - Primary,No,12000,Conductor - Primary,Overhead,No,,,Vegetation,,Veg. contact,Electric Facility,Veg. contact,
PG&E,10/8/2017,,39.0049,-122.659,Vegetation,Urban,"1,000-4,999",Unknown,,,,No,12000,Pole,Overhead,No,,,Equipment - PG&E,Pole,,,All types of equipment / facility failure,
PG&E,10/8/2017,,38.4506,-122.573,Vegetation,Hardwood Forest,">5,000",Unknown,,,Conductor - Primary,Yes,12000,Conductor - Primary,Overhead,No,,,Vegetation,,Veg. contact,Electric Facility,Veg. contact,
PG&E,10/8/2017,,38.313,-122.373,Vegetation,Urban,">5,000",Unknown,,,Conductor - Primary,No,21000,Conductor - Primary,Overhead,No,,,Vegetation,,Veg. contact,Electric Facility,Veg. contact,
PG&E,10/2/2017,55:33.0,35.7319,-120.965,,Herbaceous,0.26-9.99,Unknown,,Circuit ID: 183052110 ,Conductor,Yes,21000,Conductor,Overhead,No,,,Vegetation,,Veg. contact,Electric Facility,Contact - Vegetation,
PG&E,9/29/2017,33:57.0,39.5318,-122.186,,Agriculture,<3 meters of linear travel,Unknown,,oper # 68,Transformer,No,11000,Transformer,Overhead,Yes,9/29/2017,33:57.0,Contact - Animal - Other,,Contact - Animal,Electric Facility,Contact - Animal,
PG&E,9/24/2017,11:52.0,38.3875,-122.967,,Urban,0.26-9.99,Unknown,,42571102,Conductor,Yes,11000,Conductor,Overhead,No,,,Vegetation,,Veg. contact,Electric Facility,Contact - Vegetation,
PG&E,9/20/2017,14:16.0,37.2235,-121.953,,Urban,<0.25,Fire Agency,Santa Clara Fire Dept.,82021101,Conductor,No,11000,Conductor,Overhead,Yes,9/20/2017,14:16.0,Contact - Animal - Other,,Contact - Animal,Electric Facility,Contact - Animal,
PG&E,9/17/2017,52:59.0,38.748,-121.189,,Urban,<3 meters of linear travel,Fire Agency,ROCKHURST FD,C251,,Yes,11000,Pole,Overhead,Yes,9/17/2017,52:59.0,Equipment - PG&E,Pole,,,Capacitor bank failure,
PG&E,9/11/2017,18:49.0,37.0008,-121.667,,Hardwood Woodland,<3 meters of linear travel,Unknown,,83182107,Conductor - Open Wire Secondary,Yes,21000,Conductor - Open Wire Secondary,,Yes,9/11/2017,18:49.0,Vegetation,,Veg. contact,Electric Facility,Contact - Vegetation,
PG&E,9/3/2017,08:20.0,36.7679,-119.83,,Urban,Oct-99,Unknown,,252051104,,Yes,11000,Conductor - Primary,Overhead,Yes,9/3/2017,08:20.0,Weather - High Wind,,,,Contact - Other,
PG&E,8/31/2017,07:13.0,41.0631,-124.104,,Conifer Forest,<0.25,Unknown,,100977420,Conductor - Primary,Yes,11000,Conductor - Primary,Overhead,Yes,8/31/2017,07:13.0,Vegetation,,Veg. contact,Electric Facility,Contact - Vegetation,
PG&E,8/29/2017,57:37.0,38.303,-122.543,,Herbaceous,0.26-9.99,Fire Agency,Shell Vista,102026133,Fuse,Yes,11000,Fuse,Overhead,Yes,8/29/2017,57:37.0,Contact - Animal - Bird,,Contact - Animal,Electric Facility,Contact - Animal,
PG&E,8/29/2017,10:31.0,40.1677,-123.611,,Herbaceous,0.26-9.99,Unknown,,RecloserOper #: 1690 ,Conductor,No,11000,Conductor,Overhead,Yes,8/29/2017,10:31.0,Vegetation,,Veg. contact,Electric Facility,Contact - Vegetation,
PG&E,8/28/2017,55:05.0,37.6847,-120.808,,Agriculture,<0.25,Customer,Customer,163711703,,No,17000,Service Connector,Overhead,Yes,8/28/2017,55:05.0,Equipment - PG&E,Service Connector,,,Equipment failure - Other,
PG&E,8/28/2017,14:41.0,38.7439,-122.651,,Herbaceous,<0.25,Unknown,,102166602,,Yes,11000,Service Connector,Overhead,Yes,8/28/2017,14:41.0,Equipment - PG&E,Service Connector,,,Splice/Clamp/Connector,
PG&E,8/27/2017,04:45.0,38.9164,-121.151,,Herbaceous,<0.25,Unknown,,152271102,Conductor - Primary,Yes,11000,Conductor - Primary,Overhead,Yes,8/27/2017,04:45.0,Vegetation,,Veg. contact,Electric Facility,Contact - Vegetation,
PG&E,8/16/2017,53:00.0,35.1846,-120.704,,Hardwood Woodland,<3 meters of linear travel,Unknown,,,Conductor - Primary,No,11000,Conductor - Primary,Overhead,Yes,8/16/2017,53:00.0,Vegetation,,Veg. contact,Electric Facility,Veg. contact,
PG&E,8/12/2017,45:00.0,38.3838,-120.527,,Hardwood Forest,<0.25,Unknown,,,Crossarm,No,11000,Crossarm,Overhead,Yes,8/12/2017,45:00.0,Vegetation,,Veg. contact,Electric Facility,Veg. contact,
PG&E,8/11/2017,55:55.0,38.2656,-120.975,,Herbaceous,0.26-9.99,Fire Agency,Camino,163341103,Conductor,No,11000,Conductor,Overhead,Yes,8/11/2017,55:55.0,Contact - Animal - Bird,,Contact - Animal,Electric Facility,Contact - Animal,
PG&E,8/4/2017,15:08.0,40.9511,-123.622,,Highly Rural,Structure-only,Fire Agency,Willow Creek FD,T0372,,Unknown,11000,Conductor,Underground,Yes,8/4/2017,15:08.0,Equipment - PG&E,Conductor,,,Conductor failure-all,
PG&E,7/28/2017,11:14.0,35.4307,-120.633,,Herbaceous,<0.25,Unknown,,101890085,Conductor,Yes,11000,Conductor,Overhead,Yes,7/28/2017,11:14.0,Vegetation,,Veg. contact,Electric Facility,Contact - Vegetation,
PG&E,7/25/2017,59:00.0,41.0481,-123.676,,Urban,<3 meters of linear travel,Unknown,,,Conductor - Primary,No,11000,Conductor - Primary,Overhead,Yes,7/25/2017,59:00.0,Vegetation,,Veg. contact,Electric Facility,Veg. contact,
PG&E,7/23/2017,45:50.0,35.3105,-120.741,,Herbaceous,<0.25,Unknown,,CP,,No,11000,Transformer,Overhead,Yes,7/23/2017,45:50.0,Equipment - PG&E,Transformer,,,Transformer failure,
PG&E,7/18/2017,19:47.0,40.432,-122.274,,Herbaceous,0.26-9.99,Unknown,,101485037,Pole,Yes,11000,Pole,Overhead,Yes,7/18/2017,19:47.0,Contact - 3rd Party,,Contact - Vehicle,Pole,Contact - Vehicle,
PG&E,7/18/2017,45:58.0,36.8309,-119.862,,Urban,<3 meters of linear travel,Fire Agency,FRESNO COUNTY FIRE DEP,C1187,,Yes,21000,Capacitor Bank,Overhead,Yes,7/18/2017,45:58.0,Equipment - PG&E,Capacitor Bank,,,Capacitor bank failure,
PG&E,7/17/2017,21:00.0,37.992,-120.44,,Urban,<3 meters of linear travel,Unknown,,,Conductor - Primary,No,17000,Conductor - Primary,Overhead,Yes,7/17/2017,21:00.0,Vegetation,,Veg. contact,Electric Facility,Veg. contact,
PG&E,7/13/2017,29:40.0,36.8503,-119.55,,Agriculture,0.26-9.99,Fire Agency,FRESNO COUNTY FIRE DEP,4.18E+11,Transformer,No,11000,Transformer,Overhead,Yes,7/13/2017,29:40.0,Contact - Animal - Bird,,Contact - Animal,Electric Facility,Contact - Animal,
PG&E,7/11/2017,56:00.0,39.4506,-121.661,,Agriculture,<0.25,Unknown,,,Conductor - Open Wire Secondary,No,11000,Conductor - Open Wire Secondary,Overhead,Yes,7/11/2017,56:00.0,Vegetation,,Veg. contact,Electric Facility,Veg. contact,
PG&E,7/8/2017,15:00.0,35.7754,-120.694,Vegetation,Herbaceous,"1,000-4,999",Unknown,,103958638,,No,12000,Conductor,Overhead,No,,,Equipment - PG&E,Conductor,,,All types of equipment / facility failure,
PG&E,7/7/2017,26:00.0,38.9016,-120.904,,Hardwood Forest,<3 meters of linear travel,Unknown,,,Conductor - Primary,No,21000,Conductor - Primary,Overhead,Yes,7/7/2017,26:00.0,Vegetation,,Veg. contact,Electric Facility,Veg. contact,
PG&E,7/6/2017,03:31.0,39.3005,-122.513,,Agriculture,<3 meters of linear travel,Fire Agency,COLUSA CTY FIREOLUNTEER STONYFORD FIRE,,,Yes,11000,Pole,Overhead,Yes,7/6/2017,03:31.0,Equipment - PG&E,Pole,,,Conductor failure-all,
PG&E,7/5/2017,56:07.0,35.7028,-120.039,,Herbaceous,0.26-9.99,Fire Agency,Kern County Fire,103780087,Capacitor Bank,No,11000,Capacitor Bank,Overhead,Yes,7/5/2017,56:07.0,Contact - Animal - Bird,,Contact - Animal,Electric Facility,Contact - Animal,
PG&E,7/5/2017,09:00.0,39.0075,-121.042,,Hardwood Forest,<0.25,Unknown,,,,Yes,11000,Splice/Clamp/Connector,Overhead,Yes,7/5/2017,09:00.0,Equipment - PG&E,Splice/Clamp/Connector,,,Equipment failure - Other,
PG&E,7/2/2017,58:00.0,36.3106,-120.918,,Barren/Other,<3 meters of linear travel,Unknown,,,Conductor - Primary,Yes,11000,Conductor - Primary,Overhead,Yes,7/2/2017,58:00.0,Vegetation,,Veg. contact,Electric Facility,Veg. contact,
PG&E,7/1/2017,03:14.0,40.6627,-122.058,,Hardwood Woodland,100-299,Fire Agency,CALFIRE SHU6456,Tower: 39/335,,No,11000,Insulator,Overhead,Yes,7/1/2017,03:14.0,Contamination,,,,Contamination,
PG&E,6/22/2017,58:23.0,38.3953,-120.486,,Hardwood Forest,0.26-9.99,Unknown,,104001643,,Yes,11000,Conductor,Overhead,No,,,Equipment - PG&E,Conductor,,,Crossarm failure,
PG&E,6/18/2017,12:27.0,38.4973,-122.761,,Urban,<3 meters of linear travel,Fire Agency,Windsor FD,60083,,No,11000,Voltage Regulator,Overhead,Yes,6/18/2017,12:27.0,Equipment - PG&E,Voltage Regulator,,,Voltage Regulator failure,
PG&E,6/18/2017,24:00.0,37.0514,-122.069,,Urban,<3 meters of linear travel,Unknown,,,Conductor - Primary,Yes,4000,Conductor - Primary,Overhead,Yes,6/18/2017,24:00.0,Vegetation,,Veg. contact,Electric Facility,Veg. contact,
PG&E,6/8/2017,39:47.0,37.0672,-120.054,,Agriculture,100-299,Unknown,,254611105,Conductor - Primary,No,11000,Conductor - Primary,Overhead,Yes,6/8/2017,39:47.0,Contact - 3rd Party,,Contact - Balloon,Electric Facility,Contact - Balloon,
PG&E,6/6/2017,10:46.0,35.094,-119.416,,Desert Shrub,0.26-9.99,Unknown,,103909261,Pole,No,11000,Pole,Overhead,No,,,Contact - Animal - Bird,,Contact - Animal,Pole,Contact - Animal,
PG&E,6/6/2017,39:23.0,38.1708,-121.679,,Urban,<3 meters of linear travel,Unknown,,101586457,Pole,Yes,22000,Pole,Overhead,Yes,6/6/2017,39:23.0,Contact - Animal - Bird,,Contact - Animal,Pole,Contact - Animal,
PG&E,6/2/2017,56:06.0,36.1182,-119.58,,Urban,<0.25,Fire Agency,Kings County Fire Department,4.18E+11,,Yes,11000,Transformer,Overhead,Yes,6/2/2017,56:06.0,Equipment - PG&E,Transformer,,,Transformer failure,
PG&E,5/23/2017,47:19.0,38.6578,-121.971,,Agriculture,Unknown,Fire Agency,MADISON FD(,SW 21365,,Yes,11000,Switch,Overhead,Yes,5/23/2017,47:19.0,Equipment - PG&E,Switch,,,Switch failure,
PG&E,5/7/2017,12:39.0,37.0672,-120.054,,Agriculture,<0.25,Unknown,,254611105,Riser,No,11000,Riser,Overhead,Yes,5/7/2017,12:39.0,Contact - Animal - Nest,,Contact - Nest,Electric Facility,Contact - Nest,
PG&E,5/7/2017,15:42.0,40.9122,-124.106,,Herbaceous,<3 meters of linear travel,Fire Agency,Arcata FD,FuseOper #: 48382,Conductor,Unknown,11000,Conductor,Overhead,Yes,5/7/2017,15:42.0,Vegetation,,Veg. contact,Electric Facility,Contact - Vegetation,
PG&E,5/3/2017,05:39.0,38.2315,-121.591,,Agriculture,<0.25,Fire Agency,Rio Vista FD,62462226,,No,22000,Conductor - Primary,Overhead,Yes,5/3/2017,05:39.0,Equipment - PG&E,Conductor - Primary,,,Splice/Clamp/Connector,
PG&E,5/3/2017,04:33.0,36.8161,-119.632,,Agriculture,<0.25,Fire Agency,Clovis Fire Dept.,100770906,Transformer,Yes,11000,Transformer,Overhead,Yes,5/3/2017,04:33.0,Contact - Animal - Other,,Contact - Animal,Electric Facility,Contact - Animal,
PG&E,4/30/2017,35:13.0,35.6349,-118.956,,Herbaceous,<0.25,Unknown,,100216308,,No,21000,Pole,Overhead,Yes,4/30/2017,35:13.0,Equipment - PG&E,Pole,,,Equipment failure - Other,
PG&E,4/4/2017,18:25.0,37.2954,-121.933,,Urban,<3 meters of linear travel,Customer,Customer,82921114,,No,11000,Pole,Overhead,Yes,4/4/2017,18:25.0,Equipment - PG&E,Pole,,,Equipment failure - Other,
PG&E,3/31/2017,43:00.0,35.438,-120.502,,Hardwood Woodland,<0.25,Unknown,,,Conductor - Primary,Yes,21000,Conductor - Primary,Overhead,Yes,3/31/2017,43:00.0,Vegetation,,Veg. contact,Electric Facility,Veg. contact,
PG&E,3/30/2017,30:00.0,34.5911,-120.147,,Urban,<3 meters of linear travel,Unknown,,,Conductor - Open Wire Secondary,Yes,11000,Conductor - Open Wire Secondary,Overhead,Yes,3/30/2017,30:00.0,Vegetation,,Veg. contact,Electric Facility,Veg. contact,
PG&E,2/22/2017,08:00.0,36.7725,-119.763,,Urban,<3 meters of linear travel,Unknown,,,Conductor - Open Wire Secondary,Yes,11000,Conductor - Open Wire Secondary,Overhead,Yes,2/22/2017,08:00.0,Vegetation,,Veg. contact,Electric Facility,Veg. contact,
PG&E,1/19/2017,01:00.0,38.6594,-121.778,,Urban,<3 meters of linear travel,Unknown,,,Conductor - Primary,Yes,11000,Conductor - Primary,Overhead,Yes,1/19/2017,01:00.0,Vegetation,,Veg. contact,Electric Facility,Veg. contact,
PG&E,1/18/2017,13:00.0,39.0442,-120.988,,Hardwood Forest,<0.25,Unknown,,,Conductor - Primary,Yes,11000,Conductor - Primary,Overhead,Yes,1/18/2017,13:00.0,Vegetation,,Veg. contact,Electric Facility,Veg. contact,
PG&E,1/18/2017,40:00.0,41.0596,-124.135,,Conifer Forest,<3 meters of linear travel,Unknown,,,Conductor - Primary,Yes,11000,Conductor - Primary,Overhead,Yes,1/18/2017,40:00.0,Vegetation,,Veg. contact,Electric Facility,Veg. contact,
PG&E,1/11/2017,49:00.0,39.403,-123.719,,Conifer Forest,<3 meters of linear travel,Unknown,,,Conductor - Primary,Yes,11000,Conductor - Primary,Overhead,Yes,1/11/2017,49:00.0,Vegetation,,Veg. contact,Electric Facility,Veg. contact,
PG&E,11/27/2016,16:11.0,37.3155,-121.95,,Urban,<3 meters of linear travel,Fire Agency,San Jose Fire Department,Pole ID:100619865,Riser,No,11000,Riser,Overhead,Yes,11/27/2016,16:11.0,Contact - 3rd Party,,Contact - Vehicle,Electric Facility,Contact - Vehicle,
PG&E,10/25/2016,47:49.0,,,,,,Unknown,,,,,,,,Yes,10/25/2016,47:49.0,,,,,,
PG&E,10/20/2016,53:43.0,37.8032,-121.469,,Agriculture,<3 meters of linear travel,Unknown,,1.00E+11,,Unknown,11000,Transformer,Overhead,Yes,10/20/2016,53:43.0,Weather - High Wind,,,,Weather - High Winds,
PG&E,10/15/2016,44:22.0,36.4457,-119.909,,Rural,Structure-PG&E only,Fire Agency,Fresno County FD,,,,11000,Pole,Overhead,Yes,10/15/2016,44:22.0,Unknown,,,,Unknown,
PG&E,10/1/2016,35:18.0,39.4382,-120.816,,Conifer Forest,0.26-9.99,Fire Agency,North San Juan Fire & USFS,152101102,Conductor,No,11000,Conductor,Overhead,No,,,Vegetation,,Veg. contact,Electric Facility,Contact - Vegetation,
PG&E,9/26/2016,38:05.0,39.153,-122.135,,Rural,<0.25,Unknown,,,,,11000,,,No,,,,,,,,
PG&E,9/21/2016,18:41.0,39.1165,-121.069,,Hardwood Forest,<0.25,Unknown,,Tower: 019/152,Insulator,No,11000,Insulator,Overhead,Yes,9/21/2016,18:41.0,Contact - Animal - Bird,,Contact - Animal,Electric Facility,Contact - Animal,
PG&E,9/18/2016,20:56.0,38.709,-122.048,,Agriculture,Unknown,Fire Agency,Capay Fire Department ,C2257,,No,21000,Jumper,Overhead,No,,,Equipment - PG&E,Jumper,,,Equipment failure - Other,
PG&E,9/13/2016,12:54.0,37.0732,-120.183,,Agriculture,<0.25,Unknown,,252421113,,No,11000,Service Connector,Overhead,Yes,9/13/2016,12:54.0,Equipment - PG&E,Service Connector,,,Equipment failure - Other,
PG&E,9/9/2016,10:09.0,38.9203,-121.086,,Urban,<0.25,Unknown,,C127 ,,Yes,11000,Insulator,Overhead,Yes,9/9/2016,10:09.0,Equipment - PG&E,Insulator,,,Insulator failure,
PG&E,9/6/2016,42:04.0,37.084,-120.292,,Urban,<0.25,Unknown,Gone from area on arrival,103578974,,No,11000,Insulator,Overhead,No,,,Equipment - PG&E,Insulator,,,Equipment failure - Other,
PG&E,8/30/2016,05:51.0,41.0485,-123.674,,Urban,<3 meters of linear travel,Fire Agency,Wildland Fire,100962840,Pole,Yes,11000,Pole,Overhead,Yes,8/30/2016,05:51.0,Contact - 3rd Party,,Contact - Vehicle,Pole,Contact - Vehicle,
PG&E,8/21/2016,07:41.0,,,,,,Unknown,,,,,,,,Yes,8/21/2016,07:41.0,,,,,,
PG&E,8/21/2016,10:57.0,35.3854,-118.983,,Urban,<3 meters of linear travel,Unknown,,100168778,Pole,Yes,11000,Pole,Overhead,Yes,8/21/2016,10:57.0,Vegetation,,Veg. contact,Pole,Contact - Vegetation,
PG&E,8/19/2016,15:17.0,36.53,-120.156,,Agriculture,<3 meters of linear travel,Unknown,,T25483,,No,11000,Transformer,Underground,Yes,8/19/2016,15:17.0,Equipment - PG&E,Transformer,,,Transformer failure,
